Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year,,,,,,,
95,"Tsivgoulis, T Papastergiou…",An improved SqueezeNet model for the diagnosis of lung cancer in CT scans,0,2022, Elsevier, Machine Learning with …,https://www.sciencedirect.com/science/article/pii/S2666827022000779,0,,,,,,,
214,"Prattichizzo, H Shinoda, HZ Tan, E Ruffaldi, A Frisoli","Haptics: Science, Technology, and Applications: 11th International Conference, EuroHaptics 2018, Pisa, Italy, June 13-16, 2018, Proceedings, Part II",2,2018, books.google.com,,https://books.google.com/books?hl=en&lr=&id=FtNeDwAAQBAJ&oi=fnd&pg=PR6&dq=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+magnetohydrodynamics&ots=sfQgAdCA6c&sig=XuLISXoXvkHCSpOrXDrPTK2UN78,0,,,,,,,
217,Kolda,Mathematics: The Tao of Data Science,0,2020, hdsr.mitpress.mit.edu,,https://hdsr.mitpress.mit.edu/pub/9fnd629q/release/2,0,,,,,,,
218,"De Ryck, S Mishra, R Molinaro",wPINNs: Weak Physics informed neural networks for approximating entropy solutions of hyperbolic conservation laws,0,2022, arxiv.org, arXiv preprint arXiv:2207.08483,https://arxiv.org/abs/2207.08483,0,,,,,,,
236,"Acharya, A Agarwal, A Aggarwal…",2008 Index IEEE Transactions on Computers Vol. 57,0,2008, computer.org, IEEE Transactions on …,https://www.computer.org/csdl/api/v1/periodical/trans/tc/2008/12/tc08/13rRUEgs2sI/download-article/pdf,0,,,,,,,
235,"Zhu, Y Huang, X Qiao, Z Tan, B Bai…",A Semantic-Aware Transmission with Adaptive Control Scheme for Volumetric Video Service,0,2022, ieeexplore.ieee.org, IEEE Transactions …,https://ieeexplore.ieee.org/abstract/document/9931960/,0,,,,,,,
234,"Zhou, Q Zhang, Z Yan, C He",MAB-Learning-Based Hierarchical Defense for Secure Underwater Acoustic Networks,0,2021, ieeexplore.ieee.org, 2021 IEEE/CIC International …,https://ieeexplore.ieee.org/abstract/document/9538873/,0,,,,,,,
83,"S Blancard, E Allys, C Auclair, F Boulanger…",Generative Models of Multi-channel Data from a Single Example--Application to Dust Emission,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2208.03538,0,,,,,,,
84,"Kayhan, O Köpüklü, MH Sarhan, M Yigitsoy…",Deep Attention Based Semi-Supervised 2D-Pose Estimation for Surgical Instruments,1,2021, Springer, … Conference on Pattern …,https://link.springer.com/chapter/10.1007/978-3-030-68763-2_34,0,,,,,,,
231,Wang,Deep Attention Networks for Images and Graphs,0,2020, search.proquest.com,,https://search.proquest.com/openview/947f04e1b036cde1da9831c5f2e082cc/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,,,,
230," EMBEDDINGS, CSMOF MULT",AUD-L1: MUSIC INFORMATION RETRIEVAL I,0,0, scholar.archive.org,,https://scholar.archive.org/work/fipwgterjncytaaisnvtszhesq/access/wayback/https://ieeexplore.ieee.org/ielx7/9040208/9052899/09054406.pdf,0,,,,,,,
229,Rui,Progress in pattern recognition image analysis computer vision and applications,1,2013, Springer, Proc. 18th Iberoamerican Congr.(CIARP),https://link.springer.com/content/pdf/10.1007/978-3-642-41822-8.pdf,0,,,,,,,
228,P de Almeida Matos,"Deep Learning for Tomography, State Classification and Event Detection in Nuclear Fusion Plasmas",0,2021, mediatum.ub.tum.de,,https://mediatum.ub.tum.de/doc/1579791/kx8og7n66ai6cmdvyevxt787f.matos-francisco.pdf,0,,,,,,,
227, SAADAT,ENERGY-EFFICIENT USER-EDGE ASSOCIATION AND RESOURCE ALLOCATION IN IOT-BASED HIERARCHICAL FEDERATED LEARNING,0,2022, qspace.qu.edu.qa,,http://qspace.qu.edu.qa/handle/10576/32159,0,,,,,,,
85,"Yousefirizi, AK Jha, J Brosc",Towards High-throughput AI-based Segmentation in Oncological PET Imaging,0,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2107.13661,0,,,,,,,
89,"Fu, C Tian, X Wang, H Ma",Stacked Semantically-Guided Learning for Image De-distortion,0,2021, dl.acm.org, Proceedings of the 29th ACM International …,https://dl.acm.org/doi/abs/10.1145/3474085.3475608,0,,,,,,,
224, Startin,Maritime Headquarters (Mhq) with Maritime Operations Centers and Navy Experimentation,1,2006, apps.dtic.mil,,https://apps.dtic.mil/sti/pdfs/ADA523648.pdf,0,,,,,,,
91,"Zhang, R He, F Guo, J Ma, M Xiao",Disentangled Representation for Long-tail Senses of Word Sense Disambiguation,0,2022, dl.acm.org, Proceedings of the 31st ACM …,https://dl.acm.org/doi/abs/10.1145/3511808.3557288,0,,,,,,,
220,Azzopardi,Quantifying atherosclerosis in vasculature using ultrasound imaging,0,2020, orca.cardiff.ac.uk,,https://orca.cardiff.ac.uk/id/eprint/141566,0,,,,,,,
195,"MODE, S PER, EL CUR, TH YEAR","J. ABDU TY, UTT",0,0, bbdec.ac.in,E MODE  S PER  EL CUR,https://bbdec.ac.in/wp-content/uploads/2022/08/btech-it-iv-year-syllabus-complete.pdf,0,,,,,,,
194,"Aqeel, AR Chishti, MN Abbasi",Analysis of the MIDAS and OASIS Biomedical Databases for the Application of Multimodal Image Processing,0,2020, researchgate.net,,https://www.researchgate.net/profile/Dr-Khattak/publication/341258975_Analysis_of_the_MIDAS_and_OASIS_Biomedical_Databases_for_the_Application_of_Multimodal_Image_Processing/links/5f8f079392851c14bcd827ab/Analysis-of-the-MIDAS-and-OASIS-Biomedical-Databases-for-the-Application-of-Multimodal-Image-Processing.pdf,0,,,,,,,
112, Даниленко,Автоматичний розрахунок фракції викиду лівого шлуночка серця за допомогою моделей глибинного навчання,0,2021, openarchive.nure.ua,,https://openarchive.nure.ua/handle/document/16954,0,,,,,,,
166, Pereira,Black Hole Weather Forecasting Using Deep Learning,0,0, teses.usp.br,,https://www.teses.usp.br/teses/disponiveis/14/14131/tde-23102020-170517/en.php,0,,,,,,,
163,"Zhao, C Geng, C Guo, F Tian, X Tang",SARU: A self attention ResUnet to generate synthetic CT images for MR‐only BNCT treatment planning,0,2022, Wiley Online Library, Medical Physics,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.15986,0,,,,,,,
162,"Chen, X Zhao, Q Ling, Z Gong…",An Automatic Prostate Surgical Region Reconstruction Method Based on Multilevel Learning,0,2022, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9834976/,0,,,,,,,
159, A,Short Text Classification Approach to Identify Child Sexual Exploitation Material,0,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2011.01113,0,,,,,,,
134,"Sun, H Li, M Zhu, Y Tang, Z Qu, Y Chen",20 An elevator scheduling optimization model considering the probability of taking the elevator based on Monte Carlo Algorithm,0,0, scholar.archive.org,B Sun  H Li  M Zhu  Y Tang  Z Qu,https://scholar.archive.org/work/yzxdusefyzh5zk4b6htm7lapky/access/wayback/https://ieeexplore.ieee.org/ielx7/9133711/9141543/09141780.pdf,0,,,,,,,
135,会， 秦永彬,深度学习在医学影像中的研究进展及发展趋势,1,0,journal.com,,http://www.infocomm-journal.com/bdr/EN/10.11959/j.issn.2096-0271.2020056,0,,,,,,,
156,"Hou, H Zhang, R Yan",Finger-Vein Biometric Recognition: A Review,0,2022, ieeexplore.ieee.org, IEEE Transactions on Instrumentation …,https://ieeexplore.ieee.org/abstract/document/9862986/,0,,,,,,,
136,"Jia, M Sun, C Ou, S Sun, C Mao, L Hong, J Wang…",Single Seed Identification in Three Medicago Species via Multispectral Imaging Combined with Stacking Ensemble Learning,0,2022, mdpi.com, Sensors,https://www.mdpi.com/1866118,0,,,,,,,
154,Doeser,A Machine Learning Approach for Comprehending Cosmic Expansion,0,0,portal.org,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1569839,0,,,,,,,
137, Eiffert,Simultaneous Prediction and Planning in Crowds using Learnt Models of Social Response,0,2021, ses.library.usyd.edu.au,,https://ses.library.usyd.edu.au/handle/2123/25959,0,,,,,,,
150,"McNeil, S Hanman",Why do software projects fail? A case study,0,2013, search.informit.org, MHD Supply Chain Solutions,https://search.informit.org/doi/abs/10.3316/informit.312906042353828,0,,,,,,,
149,"McNeil, S Hanman",Mainstream Pty Ltd,0,2014, search.informit.org, MHD Supply Chain Solutions,https://search.informit.org/doi/abs/10.3316/INFORMIT.209425780576775,0,,,,,,,
139,"Zhang, L Jiang, J Tan",Cross-domain knowledge distillation for text classification,0,2022, Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S092523122201058X,0,,,,,,,
147,"Sabir, SB Said, Q A",A fractional order numerical study for the influenza disease mathematical model,0,2022, Elsevier, Alexandria Engineering Journal,https://www.sciencedirect.com/science/article/pii/S1110016822006287,0,,,,,,,
146,Pattanayak,Addressing Challenges in Data Privacy and Security: Various Approaches to Secure Data,0,2021, search.proquest.com,,https://search.proquest.com/openview/83d6069f8fa228b3efd3ee8bab0499a9/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,,,,
141,"Silva, JP Pedroso",Deep Reinforcement Learning for Crowdshipping Last-Mile Delivery with Endogenous Uncertainty,0,2022, mdpi.com, Mathematics,https://www.mdpi.com/2227-7390/10/20/3902,0,,,,,,,
130,"Kim, H Lim, M Jee, Y Lee, MS Yoon, C Kim",High-Precision Depth Map Estimation from Missing Viewpoints for 360-Degree Digital Holography,0,2022, mdpi.com, Applied Sciences,https://www.mdpi.com/1840440,0,,,,,,,
167,Ferles,Employing Attention-Based Learning For Medical Image Segmentation,0,0,portal.org,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1415908,0,,,,,,,
113,"Xu, Y Yan, X Huang",Deep Learning in Solar Astronomy,0,0, Springer,L Xu  Y Yan,https://link.springer.com/content/pdf/10.1007/978-981-19-2746-1.pdf,0,,,,,,,
129,Helander,Data Augmentation to Improve Cross-Domain Generalization in Deep Learning MRI Segmentation,0,0, lup.lub.lu.se,,https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=9056900&fileOId=9056902,0,,,,,,,
190,"Wang, S Jia, Z Li, Y Duan, G Tao, Z Zhao",A Comprehensive Review of Artificial Intelligence in Prevention and Treatment of COVID-19 Pandemic,0,2022, frontiersin.org, Frontiers in genetics,https://www.frontiersin.org/articles/10.3389/fgene.2022.845305/full,0,,,,,,,
189, Bastien,Machine learning for radio astronomy: Structured Variational Inference for Simulating Populations of Radio Galaxies,0,2020, search.proquest.com,,https://search.proquest.com/openview/4593776f33bfe1b54e94a355089eb488/1.pdf?pq-origsite=gscholar&cbl=2026366&diss=y,0,,,,,,,
120," Kessler, JW MacKay, SM McDonnell…",Segmentation of knee MRI data with convolutional neural networks for semi-automated three-dimensional surface-based analysis of cartilage morphology …,0,2022, Elsevier, Osteoarthritis …,https://www.sciencedirect.com/science/article/pii/S2772654122000046,0,,,,,,,
123,"Biedrzycki, P Zawistowski…",Deep Learning Optimization Tasks and Metaheuristic Methods,1,2019, content.iospress.com, Fundamenta …,https://content.iospress.com/articles/fundamenta-informaticae/fi1828,0,,,,,,,
184,"Durmaz, G Kurt, G Öke, E Dağdevir, M Kocatürk…",eCF Paper Id Paper/Article Title Author Name Author Email,0,0, ieeexplore.ieee.org,E Durmaz  G Kurt  G Öke  E Dağdevir,https://ieeexplore.ieee.org/abstract/document/8806288/,0,,,,,,,
183,Bernal Moyano,Deep learning for atrophy quantification in brain magnetic resonance imaging,0,0,doc.udg.edu,,https://dugi-doc.udg.edu/handle/10256/19550,0,,,,,,,
124,"Alavizadeh, J Jan","A Survey on Threat Situation Awareness Systems: Framework, Techniques, and Insights",1,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2110.15747,0,,,,,,,
126,"Xiao, Y Li, B Jiang, Q Xia, Y Wei, H Li",The Progress on Lung Computed Tomography Imaging Signs: A Review,0,2022, mdpi.com, Applied Sciences,https://www.mdpi.com/1837120,0,,,,,,,
177,Cai,Learning discriminative models and representations for visual recognition,0,2018, theses.lib.polyu.edu.hk,,https://theses.lib.polyu.edu.hk/handle/200/9773,0,,,,,,,
176,"Farha, NS Nuha, SN Sakib, SH Rafi, MS Khan",Lossless segmentation of Brain Tumors from MRI images using 3D U-Net,0,2022, dspace.bracu.ac.bd,,http://dspace.bracu.ac.bd/xmlui/handle/10361/17166,0,,,,,,,
175,"Wang, J Hong, J Zhou, Z Wang",Equalized Robustness: Towards Sustainable Fairness Under Distributional Shifts,0,2021, openreview.net,,https://openreview.net/forum?id=-dzXGe2FyW6,0,,,,,,,
173, Van Oort,Leveraging Domain Knowledge in Deep Learning Systems,1,2021, search.proquest.com,,https://search.proquest.com/openview/dce3377a56c53783949ecb53c6bb9757/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,,,,
171,Zhao,Novel image processing and deep learning methods for head and neck cancer delineation from MRI data,0,2022, stax.strath.ac.uk,,https://stax.strath.ac.uk/concern/theses/sx61dm847,0,,,,,,,
127,"Zhang, Y Zheng, X Bai, L Cai, L Wang, S Wu…",Femoral image segmentation based on two-stage convolutional network using 3D-DMFNet and 3D-ResUnet,0,2022, Elsevier, Computer Methods and …,https://www.sciencedirect.com/science/article/pii/S0169260722004916,0,,,,,,,
128,"Zhang, A Zhou, D Xu, S Xu, X Zhang…",Learning to recognize unmodified lights with invisible features,2,2019, dl.acm.org, Proceedings of the ACM on …,https://dl.acm.org/doi/abs/10.1145/3328938,0,,,,,,,
237, Morris,Incorporating Cardiac Substructures into Radiation Therapy for Improved Cardiac Sparing,0,2020, search.proquest.com,,https://search.proquest.com/openview/d66de449926fc81139a242a4eb47864a/1?pq-origsite=gscholar&cbl=51922&diss=y,0,,,,,,,
238,"Shy, F Villaescus",The CAMELS multifield data set: Learning the universe's fundamental parameters with artificial intelligence,0,2022, repository.uwc.ac.za,,https://repository.uwc.ac.za/handle/10566/7767,0,,,,,,,
239," Lee, EC So, L Saidy, MJ Wang",Lung Field Segmentation in Chest X-ray Images Using Superpixel Resizing and Encoder–Decoder Segmentation Networks,0,2022, mdpi.com, Bioengineering,https://www.mdpi.com/2306-5354/9/8/351,0,,,,,,,
43,"Chun, JS Chang, C Oh, IK Park…",Synthetic contrast-enhanced computed tomography generation using a deep convolutional neural network for cardiac substructure delineation in breast …,1,0,journal.biomedcentral.com,,https://ro-journal.biomedcentral.com/articles/10.1186/s13014-022-02051-0,0,,,,,,,
305,Blancato,"Decoding Starlight with Big Survey Data, Machine Learning, and Cosmological Simulations",0,2020, search.proquest.com, arXiv preprint arXiv:2009.10661,https://search.proquest.com/openview/ff40ea5b45f691088917089b5b44d8d0/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,,,,
46,"Oh, H Won, J So, T Kim, Y Kim, H Choi…",Learning Fair Representation via Distributional Contrastive Disentanglement,0,2022, dl.acm.org, Proceedings of the 28th …,https://dl.acm.org/doi/abs/10.1145/3534678.3539232,0,,,,,,,
303,Raviprakash,Modelling process dynamics by the discovery of partial differential equations using a data-driven and hybrid modelling approach,0,2021, era.library.ualberta.ca,,https://era.library.ualberta.ca/items/addaf6ee-1c54-423e-8afc-568070dbb0d4,0,,,,,,,
302, SA'AR,DISPUTE MANAGEMENT IN CONSTRUCTION INDUSTRY,0,2009, eprints.utm.my,,http://eprints.utm.my/id/eprint/11061/1/ChaiChangSa%27arMFKA2009.pdf,0,,,,,,,
301, Ross,Collisionless Shock Formation in Laser-Generated Plasma Streams,0,0,annual.llnl.gov,,https://ldrd-annual.llnl.gov/archives/ldrd-annual-2017/hed/15-ERD-065,0,,,,,,,
300,"Damaj, SK Al Khatib, T Naous, W Lawand…",Computer and Information Sciences,0,2017, researchgate.net,,https://www.researchgate.net/profile/Issam-Damaj-2/publication/353574066_Intelligent_Transportation_Systems_A_Survey_on_Modern_Hardware_Devices_for_the_Era_of_Machine_Learning/links/6117e6dd169a1a010300705d/Intelligent-Transportation-Systems-A-Survey-on-Modern-Hardware-Devices-for-the-Era-of-Machine-Learning.pdf,0,,,,,,,
299,"Tzu, T Hobbes",Electronic and Information Warfare,0,0, cl.cam.ac.uk,S Tzu,https://www.cl.cam.ac.uk/~rja14/Papers/SEv3-ch23-jun5.pdf,0,,,,,,,
298,No,Semester VI (2019 batch) S. No,0,0, iitdh.ac.in,,https://www.iitdh.ac.in/academics/Undergraduate%20Course/Spring2122/ME%20VI%20SEM_281221.pdf,0,,,,,,,
297,"Gao, D Hsu, WS Lee",Context-Hierarchy Inverse Reinforcement Learning,0,2022, arxiv.org, arXiv preprint arXiv:2202.12597,https://arxiv.org/abs/2202.12597,0,,,,,,,
296,Raney,Toward Liver Tumour Segmentation in CT Scans,0,2022, search.proquest.com,,https://search.proquest.com/openview/55a8bef045a52878c19e8fde0c1d55c9/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,,,,
47," Ogoke, K Johnson, M Glinsky, C Laursen…",Deep-learned generators of porosity distributions produced during metal Additive Manufacturing,0,2022, Elsevier, Additive …,https://www.sciencedirect.com/science/article/pii/S221486042200639X,0,,,,,,,
294,"Risser, A Picard, L Hervier, JM Loubes",A survey of Identification and mitigation of Machine Learning algorithmic biases in Image Analysis,0,2022, arxiv.org, arXiv preprint arXiv:2210.04491,https://arxiv.org/abs/2210.04491,0,,,,,,,
293,Li,Wireless Meta-Sensing for the Internet of Things Security and Beyond,0,2021, search.proquest.com,,https://search.proquest.com/openview/3c6a2b9ac66b2472435979d3ac636d00/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,,,,
49,"Wang, L Zhou",A Lung Nodule Detector Based on U-Net and 3D-CNN Model,0,2021, ieeexplore.ieee.org, 2021 IEEE International Conference on …,https://ieeexplore.ieee.org/abstract/document/9574604/,0,,,,,,,
51,"Yu, L Cai, L Gao, J Gao",Amplification Method of Lung Nodule Data Based on DCGAN Generation Algorithm,0,2020, Springer, International Conference of Pioneering …,https://link.springer.com/chapter/10.1007/978-981-15-7981-3_41,0,,,,,,,
306,"Liu, C Desrosiers, IB Ayed, J Dolz",Mixed-supervised segmentation: Confidence maximization helps knowledge distillation,0,2021, arxiv.org, arXiv preprint arXiv:2109.10902,https://arxiv.org/abs/2109.10902,0,,,,,,,
308,H Chowdhury,Non-Standard Imaging Techniques,0,2021, search.proquest.com,,https://search.proquest.com/openview/b34292598c6da29d9ab17ebc53d3582e/1?pq-origsite=gscholar&cbl=2026366&diss=y,0,,,,,,,
287,"Humphreys, A Kupresanin, D Boyer, J Canik, EC Cyr…",Advancing Fusion with Machine Learning Research Needs Workshop,0,2019, osti.gov,,https://www.osti.gov/biblio/1615240,0,,,,,,,
309," Lane, SM Aceves, CN Paulson, JV Candy…","FY10 Engineering Innovations, Research and Technology Report",0,2011, osti.gov,,https://www.osti.gov/biblio/1018760,0,,,,,,,
37,"Jiaxuan, LI Dalin, P Xiaodong, SUN Tianran",Finite-angle Magnetosphere Boundary CT Reconstruction Technique Based on Generative Adversarial Networks,0,2021, cjss.ac.cn, 空间科学学报,https://www.cjss.ac.cn/en/article/id/3105,0,,,,,,,
325, Hardin,Information Provenance for Mobile Health Data,0,2022, digitalcommons.dartmouth.edu,,https://digitalcommons.dartmouth.edu/dissertations/79/,0,,,,,,,
324,Coate,Uncertainties in energy technology assessments,0,1980, dspace.mit.edu,,https://dspace.mit.edu/handle/1721.1/60514,0,,,,,,,
39,"Liu, Z Sun, C Han, Y Cui…",Development and validation of the 3D U-Net algorithm for segmentation of pelvic lymph nodes on diffusion-weighted images,1,2021, bmcmedimaging.biomedcentral.com, BMC Medical …,https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-021-00703-3,0,,,,,,,
41,Sixt,Rendergan: Generating realistic labeled data–with an application on decoding bee tags,9,0,berlin.de,,https://www.mi.fu-berlin.de/inf/groups/ag-ki/Theses/Completed-theses/Bachelor-theses/2016/Sixt/Bachelor-Sixt.pdf,0,,,,,,,
42,"Ha, J Jang, Y Jeong, S Yoon",Membership Feature Disentanglement Network,0,2022, dl.acm.org, Proceedings of the 2022 ACM on Asia …,https://dl.acm.org/doi/abs/10.1145/3488932.3497772,0,,,,,,,
319,Bagherinezhad,"Towards Better Generalization: Model, Data, and Explicit Knowledge",0,2020, search.proquest.com,,https://search.proquest.com/openview/21296d2ff2764b2cdec07069fff11bcd/1?pq-origsite=gscholar&cbl=44156,0,,,,,,,
318,"Li, X Feng",Dynamic Weight Strategy of Physics-Informed Neural Networks for the 2D Navier–Stokes Equations,0,2022, mdpi.com, Entropy,https://www.mdpi.com/1817030,0,,,,,,,
317, Doja,International Encyclopaedia of Engineering and Technology,6,2007, books.google.com,,https://books.google.com/books?hl=en&lr=&id=nVe2w4CZeL8C&oi=fnd&pg=PA1&dq=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+magnetohydrodynamics&ots=8SzHX3n4Ks&sig=0hTTgIKlsyO7xTMJjX20lfdzyjU,0,,,,,,,
316,Peltola,Implementing reliability and redundancy in a time critical telecommunication system,0,2015, aaltodoc.aalto.fi,,https://aaltodoc.aalto.fi/handle/123456789/19193,0,,,,,,,
314,"Dodge, K Tubb, T Spoehr, J Spencer…",The Danger of EMP Requires Innovative and Strategic Action,2,2018, heritage.org, The Heritage …,https://www.heritage.org/sites/default/files/2018-04/BG3299.pdf,0,,,,,,,
313,Κόντρας,Could not catch title,0,0,1995,,"Look manually at: https://scholar.google.com/scholar?start=310&q=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+magnetohydrodynamics&hl=en&as_sdt=0,5",0,,,,,,,
143,"Fouladi, AA Safaei, NI Arshad, MJ Ebadi…",The use of artificial neural networks to diagnose Alzheimer's disease from brain images,0,2022, Springer, Multimedia Tools and …,https://link.springer.com/article/10.1007/s11042-022-13506-7,0,,,,,,,
311,Nation,The Utility of De-Escalatory Confidence-Building Measures,2,1989, apps.dtic.mil,,https://apps.dtic.mil/sti/citations/ADA228107,0,,,,,,,
310,"Keramati, F Hamdullahpur",Deep convolutional surrogates and degrees of freedom in thermal design,0,2022, arxiv.org, arXiv preprint arXiv:2208.07482,https://arxiv.org/abs/2208.07482,0,,,,,,,
288,Macaluso,Hunting for supersymmetry and dark matter at the electroweak scale,0,2018, rucore.libraries.rutgers.edu,,https://rucore.libraries.rutgers.edu/rutgers-lib/59162/,0,,,,,,,
286,Weaver,Midnight in America: Nuclear Electromagnetic Pulse and the 21st Century Threat to the United States,0,2017, bearworks.missouristate.edu,,https://bearworks.missouristate.edu/theses/3114/,0,,,,,,,
80,"Fu, T Yu, X Wang, H Ma",Cross-Granularity Learning for Multi-Domain Image-to-Image Translation,1,2020, dl.acm.org, Proceedings of the 28th ACM International …,https://dl.acm.org/doi/abs/10.1145/3394171.3413656,0,,,,,,,
262,"Lellep, J Prexl, B Eckhardt…",Interpreted machine learning in fluid dynamics: explaining relaminarisation events in wall-bounded shear flows,0,2022, cambridge.org, Journal of Fluid …,https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/interpreted-machine-learning-in-fluid-dynamics-explaining-relaminarisation-events-in-wallbounded-shear-flows/C2CA43557475FF09B2FCEC06D99BB0FE,0,,,,,,,
259,"Huang, MJ Sidhom, BS Wessler…",Fix-A-Step: Effective Semi-supervised Learning from Uncurated Unlabeled Sets,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2208.11870,0,,,,,,,
258,"Junhui, D Barbara",Energy and angular resolution of a new concept nano-satellite MeV telescope,0,0, research.unipd.it,F Junhui,https://www.research.unipd.it/bitstream/11577/3426168/1/Tesi-revDB.pdf,0,,,,,,,
70,"Klein, M Nabi",Learning Private Representations with Focal Entropy,0,2020, openreview.net,,https://openreview.net/forum?id=wG5XIGi6nrt,0,,,,,,,
256,VENTURINI,Machine learning approaches for plasma state monitoring in Tokamaks,0,0, thesis.unipd.it,,https://thesis.unipd.it/handle/20.500.12608/36025,0,,,,,,,
255,Kaptanoglu,An Exploration of Data-Driven System Identification and Machine Learning for Plasma Physics,0,2021, search.proquest.com,,https://search.proquest.com/openview/53b270880aea4a6abe66aeb5ed3e03b8/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,,,,
254,"Takamoto, T Praditia, R Leiteritz, D MacKinlay…",PDEBENCH: An Extensive Benchmark for Scientific Machine Learning,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2210.07182,0,,,,,,,
253,"Poonkodi, M Kanchana",A review on lung carcinoma segmentation and classification using CT image based on deep learning,0,2022, inderscienceonline.com, International Journal of …,https://www.inderscienceonline.com/doi/abs/10.1504/IJISTA.2022.125608,0,,,,,,,
72,"Liu, W Xie",Automatic Lung Parenchyma Segmentation of CT Images Based on Matrix Grey Incidence.,1,2021, search.ebscohost.com, Journal of Grey System,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09573720&AN=154212105&h=MCDSgwmCwUiPy00B2YT6DA3aOR4GoGJAabkTt7LzsgOrPSId0yRKDqbYmbBJOHt%2BNeqCB7GnaOKdgSJbsSI6og%3D%3D&crl=c,0,,,,,,,
251,"Zhong, B Wu, Y Wang",Low-temperature plasma simulation based on physics-informed neural networks: frameworks and preliminary applications,0,2022, aip.scitation.org, Physics of Fluids,https://aip.scitation.org/doi/abs/10.1063/5.0106506,0,,,,,,,
249,"Engell, A Dandachi, S Lohmann",Impact of complexity on logic controller design,2,2007, Elsevier, IFAC Proceedings Volumes,https://www.sciencedirect.com/science/article/pii/S147466701531106X,0,,,,,,,
248,LSTM,AASP-L1: DEEP LEARNING-BASED SPEECH SEPARATION,0,0, ieeexplore.ieee.org,,https://ieeexplore.ieee.org/abstract/document/8462208/,0,,,,,,,
247,Boehringer,Active Learning as an Approach to Deep Learning Glioma Segmentation from Brain MR Images,0,2022, hug.ch,,https://www.hug.ch/sites/interhug/files/structures/pinlab/documents/masterthesis_boehringer2022.pdf,0,,,,,,,
74,"Zou, T Tao, X Yuan, X Shen, W Lai, H Long",An interactive dual-branch network for hard palate segmentation of the oral cavity from CBCT images,0,2022, Elsevier, Applied Soft Computing,https://www.sciencedirect.com/science/article/pii/S1568494622006184,0,,,,,,,
245," Singh, P Roy, B Raman, P Nagabhushan","Computer Vision and Image Processing: 5th International Conference, CVIP 2020, Prayagraj, India, December 4-6, 2020, Revised Selected Papers, Part III",1,2021, books.google.com,,https://books.google.com/books?hl=en&lr=&id=W-4lEAAAQBAJ&oi=fnd&pg=PP6&dq=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+magnetohydrodynamics&ots=Co1OLqLcWG&sig=1oHomcOkvEsumPTQfpoCN9utvG8,0,,,,,,,
244,Moody,Measuring the Asymptotic Behavior of Self-Generated B Magnetic Fields in a Hohlraum Geometry,0,0,annual.llnl.gov,,https://ldrd-annual.llnl.gov/archives/ldrd-annual-2018/hed/erd/17-ERD-084,0,,,,,,,
68,"Senthil Kumar, A Kamaraj, C Kalyana Sundaram…",A comprehensive review on accuracy in ultrasonic flow measurement using reconfigurable systems and deep learning approaches,0,2020, academia.edu,,https://www.academia.edu/download/76216302/5.pdf,0,,,,,,,
263,Ullah,Unsupervised Learning for Prostate Tumor Detection,1,2021, uis.brage.unit.no,,https://uis.brage.unit.no/uis-xmlui/handle/11250/2788237,0,,,,,,,
285,"Del Bimbo, R Cucchiara, S Sclaroff, GM Farinella…","Pattern Recognition. ICPR International Workshops and Challenges: Virtual Event, January 10–15, 2021, Proceedings, Part I",1,2021, books.google.com,,https://books.google.com/books?hl=en&lr=&id=x0wfEAAAQBAJ&oi=fnd&pg=PR5&dq=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+magnetohydrodynamics&ots=lUoU89bHAc&sig=CFoDuxPkY-uB8loGvp4RKwm3h1Y,0,,,,,,,
