Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year,,,,
369,"Lalande, K Doya",Tabular Data Imputation: Choose KNN over Deep Learning,0,2021, openreview.net,,https://openreview.net/forum?id=_MRiKN8-sw,0,,,,
429,"Ghahremani, M Khateri, A Sierra, J Tohka",Adversarial Distortion Learning for Medical Image Denoising,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2204.14100,0,,,,
195," Chen, CL Li, HT Lin",Improving Model Compatibility of Generative Adversarial Networks by Boundary Calibration,0,2021, arxiv.org, arXiv preprint arXiv:2111.02316,https://arxiv.org/abs/2111.02316,0,,,,
426,"Hahn, K Schütte, K Schultz, O Wolkenhauer…",Contribution of Synthetic Data Generation towards an Improved Patient Stratification in Palliative Care,0,2022, mdpi.com, Journal of Personalized …,https://www.mdpi.com/2075-4426/12/8/1278,0,,,,
198,"Lederrey, T Hillel, M Bierlaire",ciDATGAN: Conditional Inputs for Tabular GANs,0,2022, arxiv.org, arXiv preprint arXiv:2210.02404,https://arxiv.org/abs/2210.02404,0,,,,
199,"Uludag, F Kapar, HE Celik",Generative Adversarial Networks Based Data Augmentation For Phishing Detection,0,2019, datascience.yyu.edu.tr, Book of Abstracts,http://datascience.yyu.edu.tr/wp-content/uploads/2019/08/Book_of_Abstracts.pdf#page=54,0,,,,
422,"Traynor, T Sahota, H Tomkinson…",Imputing Biomarker Status from RWE Datasets—A Comparative Study,0,2021, mdpi.com, Journal of Personalized …,https://www.mdpi.com/2075-4426/11/12/1356,0,,,,
420,Reynolds,Batch Effects-Removing Unwanted Variation From Your Data What Are Batch Effects And How To Deal With Them,0,0, towardsdatascience.com,,https://towardsdatascience.com/batch-effects-c71c886ca9c5?source=collection_tagged---------1-------------------------------,0,,,,
417," Shankaranarayana, K Ram, K Mitra…",Monocular Retinal Depth Estimation and Joint Optic Disc and Cup Segmentation using Adversarial Networks,0,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2007.07502,0,,,,
202,"Kossen, P Subramaniam, VI Madai…",Anonymization of labeled TOF-MRA images for brain vessel segmentation using generative adversarial networks,0,2020, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2009.04227,0,,,,
205,"Zhou, E Diehl, J Tang",Deep convolutional generative adversarial network with semi-supervised learning enabled physics elucidation for extended gear fault diagnosis under data …,1,2023, Elsevier, Mechanical Systems and Signal Processing,https://www.sciencedirect.com/science/article/pii/S0888327022008408,0,,,,
408,"Kühne, C Gühmann",Defending Against Adversarial Attacks on Time-series with Selective Classification,0,2022, ieeexplore.ieee.org, 2022 Prognostics and Health …,https://ieeexplore.ieee.org/abstract/document/9808576/,0,,,,
406,"Pan, F Yuan, J Lei, S Kwong",Video Compression Coding via Colorization: A Generative Adversarial Network (GAN)-Based Approach,2,2019, arxiv.org, arXiv preprint arXiv:1912.10653,https://arxiv.org/abs/1912.10653,0,,,,
405,"Liu, S Li, H Yuan, MEH Ong, Y Ning, F Xie…",Handling missing values in healthcare data: A systematic review of deep learning-based imputation techniques,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2210.08258,0,,,,
206,"Abedi, L Hempel, S Sadeghi, T Kirsten",GAN-Based Approaches for Generating Structured Data in the Medical Domain,0,2022, mdpi.com, Applied Sciences,https://www.mdpi.com/1724090,0,,,,
207,"Kaabachi, J Despraz, T Meurers…",Generation and Evaluation of Synthetic Data in a University Hospital Setting,0,2022, ebooks.iospress.nl, Studies in Health …,https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI220420,0,,,,
398," Randhawa, N Aslam…",Evasion Generative Adversarial Network for Low Data Regimes,0,2022, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9850373/,0,,,,
397," Vankayala, S Kumar, I Roy…",Radio Map Estimation Using a Generative Adversarial Network and Related Business Aspects,1,2021, ieeexplore.ieee.org, 2021 24th …,https://ieeexplore.ieee.org/abstract/document/9700474/,0,,,,
391,Fine,Certifiably Accurate Private Data Release with Generative Adversarial Networks,0,2020, projects.iq.harvard.edu,,https://projects.iq.harvard.edu/files/privacytools/files/michael_fines_thesis_-_dp.pdf,0,,,,
389,Author not found,Could not catch title,0,0,"MI Nicolae, M Sinn, TN Minh, B Buesser, A Rawat…",Venue not fount,"Look manually at: https://scholar.google.com/scholar?start=380&q=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+('tabular+data'+OR+'table+data')&hl=en&as_sdt=0,5",0,,,,
387," Chen, CK Tsung, SS Yu",Designing a Hybrid Equipment-Failure Diagnosis Mechanism under Mixed-Type Data with Limited Failure Samples,0,2022, mdpi.com, Applied Sciences,https://www.mdpi.com/1833014,0,,,,
386,"Ghanavi, B Liang…",Generative Adversarial Classification Network with Application to Network Traffic Classification,0,2021, ieeexplore.ieee.org, 2021 IEEE Global …,https://ieeexplore.ieee.org/abstract/document/9685899/,0,,,,
383,Maksimova,Investigation of the GAN-SSL Classifier Properties for Identification Expertise,0,2021, Springer, International Conference on Pattern Recognition and …,https://link.springer.com/chapter/10.1007/978-3-030-98883-8_7,0,,,,
382,"Aslam, RH Randhawa…",Evasion Generative Adversarial Network for Low Data Regimes,0,2022, nrl.northumbria.ac.uk, IEEE Transactions on …,https://nrl.northumbria.ac.uk/id/eprint/49655,0,,,,
379,"Ranvier, H Elgazel, E Coquery…",Autoencoder-based Attribute Noise Handling Method for Medical Data,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2206.10609,0,,,,
377,"Tasumi, K Iwahana, N Yanai, K Shishido…",First to Possess His Statistics: Data-Free Model Extraction Attack on Tabular Data,0,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2109.14857,0,,,,
376,Bad,A Differentially Private Multi-Output Deep Generative Networks Approach For Activity Diary Synthesis,1,2020, arxiv.org, arXiv preprint arXiv:2012.14574,https://arxiv.org/abs/2012.14574,0,,,,
375," Roy, MK Bhowmik",AWDMC-Net: Classification of Adversarial Weather Degraded Multiclass scenes using a Convolution Neural Network,0,2022, Elsevier, Computer Vision and Image Understanding,https://www.sciencedirect.com/science/article/pii/S1077314222000960,0,,,,
373,Cousaert,PREDICTING HIGH-GROWTH COMPANIES BY USING GENERATIVE ADVERSARIAL NETWORKS AS AN UPSAMPLING TECHNIQUE,0,0, libstore.ugent.be,,https://libstore.ugent.be/fulltxt/RUG01/002/837/825/RUG01-002837825_2020_0001_AC.pdf,0,,,,
371,"Чайковський, А Волокита, А Кир'янов…",DATA AUGMENTATION METHOD USING GENERATIVE ADVERSARIAL NETWORKS,0,2021, tst.stu.cn.ua, Технічні науки та …,http://tst.stu.cn.ua/article/view/240975,0,,,,
430,"Shastri, C Patil, P Wanere, D Mahajan…",Adversarial synthesis based data-augmentation for code-switched spoken language identification,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2205.15747,0,,,,
431,Ganev,DP-SGD vs PATE: Which Has Less Disparate Impact on GANs?,0,2021, arxiv.org, arXiv preprint arXiv:2111.13617,https://arxiv.org/abs/2111.13617,0,,,,
194,"Leduc, N Grislain",Composable Generative Models,1,2021, arxiv.org, arXiv preprint arXiv:2102.09249,https://arxiv.org/abs/2102.09249,0,,,,
457," Yang, CT Li, SD Lin",SMITH: A Self-supervised Downstream-Aware Framework for Missing Testing Data Handling,0,2022, Springer, … Conference on Knowledge Discovery and Data …,https://link.springer.com/chapter/10.1007/978-3-031-05936-0_39,0,,,,
481,"Ljubić, G Martinović, T Volarić",Augmenting data with generative adversarial networks: An overview,0,2022, content.iospress.com, Intelligent Data Analysis,https://content.iospress.com/articles/intelligent-data-analysis/ida215735,0,,,,
479,Dahal,Automatic Detection of Shockable Rhythms in AED from Imbalanced ECG Dataset Using EC-WCGAN,0,2022, search.proquest.com,,https://search.proquest.com/openview/66a8dacdd878e258ec847a88bba5c10b/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,
180,"E Combrink, V Marivate, B Rosman",Comparing Synthetic Tabular Data Generation Between a Probabilistic Model and a Deep Learning Model for Education Use Cases,0,2022, arxiv.org, arXiv preprint arXiv:2210.08528,https://arxiv.org/abs/2210.08528,0,,,,
476,"Srikanth, S Jayaprada, KK Kumar…",An optimized generalized adversarial system for predicting specific substructures in brainstem,0,2022, Springer, Multimedia Tools and …,https://link.springer.com/article/10.1007/s11042-022-13663-9,0,,,,
475, Shorten,An Exploration into Synthetic Data and Generative Adversarial,0,2014, fau.digital.flvc.org, Transfer,http://fau.digital.flvc.org/islandora/object/fau%3A41404/datastream/OBJ/view/An_Exploration_into_Synthetic_Data_and_Generative_Aversarial_Networks.pdf,0,,,,
473,"Beigi, A Shafquat, J Mezey, JW Aptekar",Synthetic Clinical Trial Data while Preserving Subject-Level Privacy,0,0, openreview.net,,https://openreview.net/forum?id=TGZ8P21_jHL,0,,,,
181,"Shi, L Fang, Z Lv, H Shen",Improved generative adversarial networks for VHR remote sensing image classification,1,2020, ieeexplore.ieee.org, IEEE Geoscience and Remote …,https://ieeexplore.ieee.org/abstract/document/9209060/,0,,,,
182," Randhawa, N Aslam, M Alauthman…",Deep Reinforcement Learning based Evasion Generative Adversarial Network for Botnet Detection,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2210.02840,0,,,,
467," Shankarampeta, V Gupta, S Zhang",Enhancing Tabular Reasoning with Pattern Exploiting Training,0,2022, arxiv.org, arXiv preprint arXiv:2210.12259,https://arxiv.org/abs/2210.12259,0,,,,
466,"S Dizaji, S Pashazadeh, JM Niya",Wasserstein generative adversarial networks for modeling marked events,0,2022, Springer, The Journal of Supercomputing,https://link.springer.com/article/10.1007/s11227-022-04781-0,0,,,,
465,"Jiang, W Lu, Z Wang, Y Ding",Benchmarking state-of-the-art imbalanced data learning approaches for credit scoring,0,2022, Elsevier, Expert Systems with Applications,https://www.sciencedirect.com/science/article/pii/S0957417422018966,0,,,,
184,"Petkov, C Hanley, F Dong",DAG-WGAN: Causal Structure Learning With Wasserstein Generative Adversarial Networks,0,2022, arxiv.org, arXiv preprint arXiv:2204.00387,https://arxiv.org/abs/2204.00387,0,,,,
186,"Jose, M Priyatharishini, MN Devi",Hardware Trojan Detection Using Deep Learning-Generative Adversarial Network and Stacked Auto Encoder Neural Networks,0,2022, Springer, ICT Analysis and Applications,https://link.springer.com/chapter/10.1007/978-981-16-5655-2_19,0,,,,
456,Bartocci,Generating a synthetic dataset for kidney transplantation using generative adversarial networks and categorical logit encoding,0,2021, search.proquest.com,,https://search.proquest.com/openview/78097ecd5711ea096f9e32b63b76872d/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,
434,"White, J Whitlock, A Turscak, P Terwilliger, D Miller…",Deep Synthesis and De-Identification of Large Data Sets: A Comparative Analysis,0,0, modsimworld.com,E White  J Whitlock  A Turscak  P Terwilliger,http://www.modsimworld.com/papers/2020/MODSIM_2020_paper_36_.pdf,0,,,,
455,"Peng, R Gao, S Thng, W Huang…",Classification of Non-tumorous Facial Pigmentation Disorders Using Generative Adversarial Networks and Improved SMOTE,0,2021, ieeexplore.ieee.org, 2021 43rd Annual …,https://ieeexplore.ieee.org/abstract/document/9630147/,0,,,,
454, Shorten,An Exploration into Synthetic Data and Generative Adversarial,0,2014, search.proquest.com, Ann Arbor,https://search.proquest.com/openview/e2c3fdd09ea5ab689c75d47160df94cf/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,
453,"Fu, L Wang",Component-Based Software Testing Method Based on Deep Adversarial Network,0,2022, hindawi.com, Security and Communication Networks,https://www.hindawi.com/journals/scn/2022/4231083/,0,,,,
188,"Joanis, A Lodi, I Sadoune",On Deep Generative Modeling in Economics: An Application with Public Procurement Data,0,2022, arxiv.org, arXiv preprint arXiv:2207.12255,https://arxiv.org/abs/2207.12255,0,,,,
189,"Karlsson, T Sjöberg",Synthesis of tabular financial data using generative adversarial networks,2,0,portal.org,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1431645,0,,,,
449," Alqarni, ESM E",Improving Intrusion Detection for Imbalanced Network Traffic using Generative Deep Learning,0,2022, search.proquest.com, International Journal of Advanced …,https://search.proquest.com/openview/e4516bff97a7c15d9813ef61b7596ee1/1?pq-origsite=gscholar&cbl=5444811,0,,,,
191,"Kotnana, D Han, T Anderson, A Züfle…",Using Generative Adversarial Networks to Assist Synthetic Population Creation for Simulations,0,2022, ieeexplore.ieee.org, 2022 Annual Modeling …,https://ieeexplore.ieee.org/abstract/document/9859422/,0,,,,
445,"Khare, R Wadhvani, M Gyanchandani…",Generating Data for Real World Time Series Application with GRU-Based Conditional GAN,0,2022, Springer, … Conference on Data …,https://link.springer.com/chapter/10.1007/978-981-16-5348-3_27,0,,,,
444,"B Montevechi, AT Campos…",Input data modeling: an approach using generative adversarial networks,0,2021, ieeexplore.ieee.org, 2021 Winter …,https://ieeexplore.ieee.org/abstract/document/9715407/,0,,,,
441,"Su, X Fu, Q Hu",A convolutional generative adversarial framework for data augmentation based on a robust optimal transport metric,0,2021, ieeexplore.ieee.org, … ; 7th Int Conf on Data Science & Systems; …,https://ieeexplore.ieee.org/abstract/document/9780976/,0,,,,
439,"Qi, F Wu, C Wu, L Lyu, T Xu, Z Yang, Y Huang…",FairVFL: A Fair Vertical Federated Learning Framework with Contrastive Adversarial Learning,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2206.03200,0,,,,
438,Rahman,Intrusion Detection system based on Deep Learning,0,2022, aaltodoc.aalto.fi,,https://aaltodoc.aalto.fi/handle/123456789/116391,0,,,,
437,"Neekhra, K Kapoor, D Gupta",Generating Synthetic Population,0,2022, arxiv.org, arXiv preprint arXiv:2209.09961,https://arxiv.org/abs/2209.09961,0,,,,
214,"Couplet, JA Lee, M Verleysen",Tabular data synthesis using Generative Adversarial Networks: an application to table augmentation,0,0, dial.uclouvain.be,E Couplet  JA Lee,https://dial.uclouvain.be/downloader/downloader.php?pid=thesis%3A30601&datastream=PDF_02&cover=cover-mem,0,,,,
366," Bharath Kumar, N Kumar, SD Dunston…",Analysis of the Impact of White Box Adversarial Attacks in ResNet While Classifying Retinal Fundus Images,0,2022, Springer, … Intelligence in Data …,https://link.springer.com/chapter/10.1007/978-3-031-16364-7_13,0,,,,
100,"Wang, C Qin, R Wei, Y Xu, Y Bai, Y Fu",SLAP: Self-supervised Anomaly Detection with Adversarial Perturbation,1,2021, arxiv.org, arXiv preprint arXiv:2111.12896,https://arxiv.org/abs/2111.12896,0,,,,
363,"Mendes, J Togelius, L Santos Coelho",Adversarial autoencoder and multi-task semi-supervised learning for multi-stage process,1,2020, Springer, … Knowledge Discovery and Data …,https://link.springer.com/chapter/10.1007/978-3-030-47436-2_1,0,,,,
296,"Ishihara, S Goda, H Arai",Adversarial Validation to Select Validation Data for Evaluating Performance in E-commerce Purchase Intent Prediction,1,0,ecom.github.io,,https://sigir-ecom.github.io/ecom21DCPapers/paper3.pdf,0,,,,
235,Ljung,Synthetic Data Generation for the Financial Industry Using Generative Adversarial Networks,1,0,portal.org,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1591892,0,,,,
289,"Limnios, A Elliott, M Cucuringu, G Reinert",Random Walk based Conditional Generative Model for Temporal Networks with Attributes,0,0, openreview.net,,https://openreview.net/forum?id=U9fSUihGP0Q,0,,,,
288,"B Rani, LS ME",Outlier Detection in IoT Using Generative Adversarial Network,0,2020, academia.edu,,https://www.academia.edu/download/65277704/CSEIT206452.pdf,0,,,,
286,Garci,Generating Counterfactual Explanations using Reinforcement Learning Methods for Tabular and Text data,0,0, diegoolano.com,Olano,https://diegoolano.com/files/RL_course_Fall_2019_Final_Project.pdf,0,,,,
285,Young,SpatialGAIN: Spatial Generative Adversarial Imputation Networks and its Application to Zero-Shot Pixel Imputation,0,0, cs231n.stanford.edu,,http://cs231n.stanford.edu/reports/2022/pdfs/171.pdf,0,,,,
284," Bharath, V Kumar…",Analysis of the Impact of White Box Adversarial Attacks in ResNet While Classifying Retinal Fundus Images,0,2022, books.google.com, … in Data Science: 5th IFIP …,https://books.google.com/books?hl=en&lr=&id=EdGPEAAAQBAJ&oi=fnd&pg=PA162&dq=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+(%27tabular+data%27+OR+%27table+data%27)&ots=BLcIDyWz1p&sig=y4e_ZzNJFT2jj9LlauJFYUvHzBg,0,,,,
283,"Gu, Z Mao, X Yan, H Liang, W Liu…",Fault Diagnosis of Satellites under Variable Conditions based on Domain Adaptive Adversarial Deep Neural Network,0,2021, ieeexplore.ieee.org, 2021 IEEE 10th Data …,https://ieeexplore.ieee.org/abstract/document/9455711/,0,,,,
282," Ziegler, S Subramaniam, M Azzarito, O Doyle…",Multi-Modal Conditional GAN: Data Synthesis in the Medical Domain,0,0, openreview.net,,https://openreview.net/forum?id=8PI7W3bCTl,0,,,,
236,"Liu, L Xu, J Wang, Y Sun, Z Qin",LCR-GAN: Learning Crucial Representation for Anomaly Detection,0,2021, dl.acm.org, 2021 5th International Conference on …,https://dl.acm.org/doi/abs/10.1145/3507548.3508229,0,,,,
237," Mashudi, N Ahmad, NM Noor",LiWGAN: A Light Method to Improve the Performance of Generative Adversarial Network,0,2022, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9870777/,0,,,,
238,"Lakshminarayanan, NS John…",Devising High Fidelity Synthetic Data using Generative Adversarial Networks for Energy Storage Systems,0,2021, ieeexplore.ieee.org, 2021 IEEE Mysore …,https://ieeexplore.ieee.org/abstract/document/9641530/,0,,,,
277,"Oh, H Won, J So, T Kim, Y Kim, H Choi…",Learning Fair Representation via Distributional Contrastive Disentanglement,0,2022, dl.acm.org, … Discovery and Data …,https://dl.acm.org/doi/abs/10.1145/3534678.3539232,0,,,,
275, Woldeyohannes,Review on “Adversarial Robustness Toolbox (ART) v1. 5. x.”: ART Attacks against Supervised Learning Algorithms Case Study,0,2021, dspace.unive.it,,http://dspace.unive.it/handle/10579/19100,0,,,,
274,Hübinette,Privacy-aware data generation: Using generative adversarial networks and differential privacy,0,0,portal.org,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1630133,0,,,,
271,Derin Orucu,Domain Adaptation for Networking,0,0,portal.org,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1694445,0,,,,
269, Cheppamkuzhi,Segmentation of Pulmonary Nodules Using SegNet and Adversarial Networks,0,2022, researchsquare.com,,https://www.researchsquare.com/article/rs-1658720/latest.pdf,0,,,,
239,"Esmaeilpour, N Chaalia, A Abusitta…",Bi-Discriminator Class-Conditional Tabular GAN,1,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2111.06549,0,,,,
267,"Krenmayr, R Frank, C Drobig, M Braungart…",GANerAid: Realistic synthetic patient data for clinical trials,0,2022, Elsevier, Informatics in Medicine …,https://www.sciencedirect.com/science/article/pii/S2352914822002556,0,,,,
266," Zamora, L Hernánde",Diagnosis of Broken Bars in Wind Turbine Squirrel Cage Induction Generator: Approach Based on Current Signal and Generative Adversarial Networks,1,2021, mdpi.com, Applied Sciences,https://www.mdpi.com/1206818,0,,,,
241,"Cao, W Bao, K Wang, T Yang",A Timing Prediction Framework for Wide Voltage Design with Data Augmentation Strategy,1,2021, dl.acm.org, Proceedings of the 26th Asia and South …,https://dl.acm.org/doi/abs/10.1145/3394885.3431582,0,,,,
263,"Khan, N Zaki, A Ahmad, MM Masud, L Ali…",Improving Mixed Data Imputation Methods Using Generative Adversarial Networks,0,0, papers.ssrn.com,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4069689,0,,,,
262,"Wojciechowski, M Lango",Adversarial oversampling for multi-class imbalanced data classification with convolutional neural networks,0,2022, proceedings.mlr.press, Fourth International Workshop …,https://proceedings.mlr.press/v183/wojciechowski22a/wojciechowski22a.pdf,0,,,,
260,"Gonik, J Le, AA Viswanathan, Y Zhang",CyberGAN: Generating High-fidelity Cybersecurity Data With Generative Adversarial Networks,0,2020, trs.jpl.nasa.gov,,https://trs.jpl.nasa.gov/handle/2014/53255,0,,,,
258," Ngwenduna, R Mbuvha",Alleviating Class Imbalance in Actuarial Applications Using Generative Adversarial Networks. Risks 9: 49,0,2021, mdpi.com,,https://www.mdpi.com/2227-9091/9/3/49/pdf?version=1615275615,0,,,,
257, Khambete,Development and Evaluation of Generative Adversarial Networks for Predicting Central Hemodynamics,0,2022, dspace.mit.edu,,https://dspace.mit.edu/handle/1721.1/145075,0,,,,
255,Hossein Zadeh Nik,The Generation of Synthetic Healthcare Data Using Deep Neural Networks,0,2022, uis.brage.unit.no,,https://uis.brage.unit.no/uis-xmlui/bitstream/handle/11250/3022990/no.uis:inspera:107970678:49012620.pdf?sequence=1,0,,,,
251,"Camino, C Hammerschmidt, R State",Minority Class Oversampling for Tabular Data with Deep Generative Models,0,2020, arxiv.org, arXiv preprint arXiv:2005.03773,https://arxiv.org/abs/2005.03773,0,,,,
250,"Das, Y Kaytal, R Ganesh, R Bhattacharya…",AuthSHAP: authentication vulnerability detection on tabular data in black box setting,0,2021, dl.acm.org, Proceedings of the …,https://dl.acm.org/doi/abs/10.1145/3490354.3494417,0,,,,
297," Asimopoulos, M Nitsiou, L Lazaridis…",Generative Adversarial Networks: a systematic review and applications,0,0,conferences.org,,https://www.shs-conferences.org/articles/shsconf/abs/2022/09/shsconf_etltc2022_03012/shsconf_etltc2022_03012.html,0,,,,
299," Hong, C Baik",Generating and Validating Synthetic Training Data for Predicting Bankruptcy of Individual Businesses,0,2021, koreascience.or.kr, Journal of information and communication …,https://www.koreascience.or.kr/article/JAKO202102763669539.page,0,,,,
301,"Nobile, G Santin, B Lepri, P Brutti",Reprogramming FairGANs with Variational Auto-Encoders: A New Transfer Learning Model,0,2022, arxiv.org, arXiv preprint arXiv:2203.05811,https://arxiv.org/abs/2203.05811,0,,,,
326,"Chalasani, S Jha, A Sadagopan…",Concise and Stable Explanations using Adversarial Training,0,2018, researchgate.net, arXiv preprint arXiv …,https://www.researchgate.net/profile/Xi-Wu-19/publication/328332091_Concise_and_Stable_Explanations_using_Adversarial_Training/links/5cf3efa0a6fdcc847500080f/Concise-and-Stable-Explanations-using-Adversarial-Training.pdf,0,,,,
358,"Mendes, J Togelius…",Unified Multi-Domain Learning and Data Imputation using Adversarial Autoencoder,1,2020, ieeexplore.ieee.org, 2020 International Joint …,https://ieeexplore.ieee.org/abstract/document/9207024/,0,,,,
357," Choi, Y Nah, I Ko, S Han",Deep Learning Approach to Generate a Synthetic Cognitive Psychology Behavioral Dataset,0,2021, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9570308/,0,,,,
356,van Bree,Could not catch title,0,2020, Tilburg University,,"Look manually at: https://scholar.google.com/scholar?start=350&q=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+('tabular+data'+OR+'table+data')&hl=en&as_sdt=0,5",0,,,,
355,"Solomon, S Jayavelu, MM Ferdaus…",Data Oversampling with Structure Preserving Variational Learning,0,2022, dl.acm.org, Proceedings of the 31st …,https://dl.acm.org/doi/abs/10.1145/3511808.3557575,0,,,,
217,"Zoppi, A Ceccarelli",Detect Adversarial Attacks Against Deep Neural Networks With GPU Monitoring,0,2021, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9605606/,0,,,,
350," Randhawa, N Aslam, M Alauthman…",EVAGAN: Evasion Generative Adversarial Network for Low Data Regimes,1,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2109.08026,0,,,,
347,"Marwah, M Arlitt",Deep Learning for Network Traffic Data,0,2022, dl.acm.org, … Conference on Knowledge Discovery and Data …,https://dl.acm.org/doi/abs/10.1145/3534678.3542618,0,,,,
344," Gayathri, A Sajjanhar, Y Xiang",Hybrid Deep Learning Model using SPCAGAN Augmentation for Insider Threat Analysis,0,2022, arxiv.org, arXiv preprint arXiv:2203.02855,https://arxiv.org/abs/2203.02855,0,,,,
337,"Nair, D Mohan, S Frank, S Setlur, V Govindaraju…",Generative Adversarial Networks for Modeling Clinical Biomarker Profiles in Under-Represented Groups,0,2022, authorea.com,,https://www.authorea.com/doi/full/10.22541/au.165332169.99486848,0,,,,
332,"Merrigan, AF Smeaton",Using a GAN to generate adversarial examples to facial image recognition,1,2021, arxiv.org, arXiv preprint arXiv:2111.15213,https://arxiv.org/abs/2111.15213,0,,,,
329,AlJa'fari,Speaker Anonymization Using Generative Adversarial Networks,0,2021, search.proquest.com,,https://search.proquest.com/openview/0a178856db1072e572275de55949f864/1?pq-origsite=gscholar&cbl=2026366&diss=y,0,,,,
222,"Deeva, A Mossyayev, AV Kalyuzhnaya","A Multimodal Approach to Synthetic Personal Data Generation with Mixed Modelling: Bayesian Networks, GAN's and Classification Models",0,2021, Springer, International Conference on …,https://link.springer.com/chapter/10.1007/978-3-030-94822-1_55,0,,,,
327,Fuentes Oncins,Generation of synthetic data with differential privacy in the context of sustainable mobility,0,2022, upcommons.upc.edu,,https://upcommons.upc.edu/handle/2117/373234,0,,,,
324," Kumar, U Maheswaran, G Jaikishan…",Melanoma Classification using XGB Classifier and EfficientNet,0,2021, ieeexplore.ieee.org, 2021 International …,https://ieeexplore.ieee.org/abstract/document/9498424/,0,,,,
232,"Jayalakshmy, L Priya, GF Sudha",Synthesis of respiratory signals using conditional generative adversarial networks from scalogram representation,1,2021, Elsevier, Generative Adversarial Networks for …,https://www.sciencedirect.com/science/article/pii/B9780128235195000245,0,,,,
323,"Zhou, N Aljohani, S Tuarob, R Nawaz, F Herrera…",Ed-Tgan: A Methodology on Temporal Generative Gan for Imbalanced Data for Predicting Academic Performance of Students,0,0, papers.ssrn.com,J Zhou  N Aljohani  S Tuarob  R Nawaz,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4250117,0,,,,
321,"Samanta, S Chandra, PKS Prakash…",PRISIM: Privacy Preserving Synthetic Data Simulator,0,0, openreview.net,,https://openreview.net/forum?id=uw7RlT8ALCv,0,,,,
320,BLEISTEIN,SiGANtures: Generating Times Series Using Wasserstein-Generative Adversarial Nets and the Signature Transform,0,0, linusbleistein.github.io,,https://linusbleistein.github.io/assets/pdfs/memoireM2.pdf,0,,,,
318,"Eitan, N Cavaglione, M Arbel, S Cohen",Fair Synthetic Data Does not Necessarily Lead to Fair Models,0,0, openreview.net,,https://openreview.net/forum?id=67mi8NA_-ho,0,,,,
317,"Wang, D Li, C Xu, M Yang",Missingness Augmentation: A General Approach for Improving Generative Imputation Models,0,2021, arxiv.org, arXiv preprint arXiv:2108.02566,https://arxiv.org/abs/2108.02566,0,,,,
316,AC Cardoso,Fraud Data Generator: Modelling Sequence Data with Privacy in the Financial Fraud Domain,0,2022, eg.uc.pt,,https://eg.uc.pt/handle/10316/102124,0,,,,
315,"Zhang, J Zhou",A Heavy-tailed Distribution Data Generation Method Based On Generative Adversarial Network,1,2021, ieeexplore.ieee.org, 2021 IEEE 10th Data Driven Control and …,https://ieeexplore.ieee.org/abstract/document/9455631/,0,,,,
226,Velev,LCT-GAN-Improving the efficiency of tabular data synthesis via latent embeddings,0,2022, repository.tudelft.nl,,https://repository.tudelft.nl/islandora/object/uuid:e6b008b4-7fdb-49b3-a3c1-d5d22f96ea14,0,,,,
228," Harsha, V Stanley",Synthetic tabular data generation with oblivious variational autoencoders: Alleviating the paucity of personal tabular data for open research,1,2020, comp.nus.edu.sg, ICML HSYS Workshop,https://www.comp.nus.edu.sg/~skok/papers/hsys20.pdf,0,,,,
312," Chowdhury, M ben Ahmed, M Atzmueller",Towards Tabular Data Extraction From Richly-Structured Documents Using Supervised and Weakly-Supervised Learning,0,0, ieeexplore.ieee.org,AG Chowdhury  M ben Ahmed,https://ieeexplore.ieee.org/iel7/9921412/9921279/09921455.pdf,0,,,,
